1/20/2019, 1:04:00 PM	0	6	2
1/20/2019, 1:03:00 PM	1	3	0
1/20/2019, 1:04:00 PM	0	1	0
1/20/2019, 1:05:00 PM	208	382	60
1/20/2019, 1:06:00 PM	201	500	43
1/20/2019, 1:07:00 PM	175	443	43
1/20/2019, 1:08:00 PM	144	327	26
1/20/2019, 1:09:00 PM	146	285	22
1/20/2019, 1:10:00 PM	146	214	22
1/20/2019, 1:11:00 PM	129	230	29
1/20/2019, 1:12:00 PM	123	244	15
1/20/2019, 1:13:00 PM	113	213	32
1/20/2019, 1:14:00 PM	134	235	31
1/20/2019, 1:15:00 PM	110	177	41
1/20/2019, 1:16:00 PM	188	394	46
1/20/2019, 1:17:00 PM	201	336	55
1/20/2019, 1:18:00 PM	175	267	31
1/20/2019, 1:19:00 PM	108	180	29
1/20/2019, 1:20:00 PM	96	206	40
1/20/2019, 1:21:00 PM	120	237	59
1/20/2019, 1:22:00 PM	206	364	95
1/20/2019, 1:23:00 PM	178	258	67
1/20/2019, 1:24:00 PM	252	233	71
1/20/2019, 1:25:00 PM	361	329	86
1/20/2019, 1:26:00 PM	286	311	57
1/20/2019, 1:27:00 PM	212	240	35
1/20/2019, 1:28:00 PM	123	179	36
1/20/2019, 1:29:00 PM	127	176	53
1/20/2019, 1:30:00 PM	121	187	73
1/20/2019, 1:31:00 PM	177	258	90
1/20/2019, 1:32:00 PM	156	291	92
1/20/2019, 1:33:00 PM	153	242	82
1/20/2019, 1:34:00 PM	115	161	58
1/20/2019, 1:35:00 PM	96	125	40
1/20/2019, 1:36:00 PM	109	166	45
1/20/2019, 1:37:00 PM	112	161	55
1/20/2019, 1:38:00 PM	70	122	61
1/20/2019, 1:39:00 PM	109	162	62
1/20/2019, 1:40:00 PM	175	401	131
1/20/2019, 1:41:00 PM	261	453	172
1/20/2019, 1:42:00 PM	268	598	163
1/20/2019, 1:43:00 PM	202	479	144
1/20/2019, 1:44:00 PM	169	307	92
1/20/2019, 1:45:00 PM	149	220	70
1/20/2019, 1:46:00 PM	170	319	154
1/20/2019, 1:47:00 PM	180	274	112
1/20/2019, 1:48:00 PM	267	388	157
1/20/2019, 1:49:00 PM	302	372	149
1/20/2019, 1:48:00 PM	1	1	2
1/20/2019, 1:49:00 PM	1	0	0
1/20/2019, 1:50:00 PM	203	296	88
1/20/2019, 1:49:00 PM	0	1	0
1/20/2019, 1:50:00 PM	0	1	0
1/20/2019, 1:51:00 PM	201	262	119
1/20/2019, 1:52:00 PM	214	279	135
1/20/2019, 1:53:00 PM	187	207	106
1/20/2019, 1:54:00 PM	222	206	84
1/20/2019, 1:55:00 PM	231	194	97
1/20/2019, 1:56:00 PM	227	213	88
1/20/2019, 1:57:00 PM	166	189	58
1/20/2019, 1:58:00 PM	136	132	50
1/20/2019, 1:59:00 PM	119	118	38
1/20/2019, 2:00:00 PM	113	127	59
1/20/2019, 2:01:00 PM	180	207	96
1/20/2019, 2:02:00 PM	228	265	106
1/20/2019, 2:03:00 PM	223	214	70
1/20/2019, 2:04:00 PM	167	185	63
1/20/2019, 2:05:00 PM	138	117	40
1/20/2019, 2:06:00 PM	113	130	42
1/20/2019, 2:07:00 PM	156	133	63
1/20/2019, 2:08:00 PM	184	183	86
1/20/2019, 2:09:00 PM	189	163	58
1/20/2019, 2:10:00 PM	110	127	45
1/20/2019, 2:11:00 PM	126	130	43
1/20/2019, 2:12:00 PM	137	175	49
1/20/2019, 2:13:00 PM	146	194	70
1/20/2019, 2:14:00 PM	144	175	44
1/20/2019, 2:15:00 PM	184	219	75
1/20/2019, 2:16:00 PM	268	295	99
1/20/2019, 2:15:00 PM	1	1	0
1/20/2019, 2:16:00 PM	1	0	0
1/20/2019, 2:17:00 PM	241	275	103
1/20/2019, 2:18:00 PM	179	167	70
1/20/2019, 2:19:00 PM	140	127	76
1/20/2019, 2:20:00 PM	129	138	52
1/20/2019, 2:21:00 PM	121	134	68
1/20/2019, 2:22:00 PM	155	142	60
1/20/2019, 2:23:00 PM	174	159	78
1/20/2019, 2:24:00 PM	160	164	69
1/20/2019, 2:25:00 PM	111	122	60
1/20/2019, 2:26:00 PM	109	128	46
1/20/2019, 2:27:00 PM	111	91	35
1/20/2019, 2:28:00 PM	95	95	43
1/20/2019, 2:29:00 PM	125	109	48
1/20/2019, 2:30:00 PM	237	347	107
1/20/2019, 2:31:00 PM	286	404	129
1/20/2019, 2:32:00 PM	225	328	106
1/20/2019, 2:33:00 PM	310	359	100
1/20/2019, 2:34:00 PM	276	280	98
1/20/2019, 2:33:00 PM	1	2	1
1/20/2019, 2:34:00 PM	1	0	0
1/20/2019, 2:35:00 PM	228	262	87
1/20/2019, 2:34:00 PM	0	2	0
1/20/2019, 2:35:00 PM	0	1	0
1/20/2019, 2:36:00 PM	207	249	90
